round,steps,score,reward,epsilon
527,18,1,-5.8,0.5902
528,26,1,-7.6,0.5896
529,25,0,-30.5,0.589
530,26,2,-29.6,0.5884
531,22,2,-18.2,0.5879
532,25,0,-24.5,0.5873
533,28,2,-8.8,0.5867
534,51,3,51.9,0.5861
535,35,1,-28.5,0.5855
536,19,1,-16.9,0.5849
537,40,0,-61.0,0.5843
538,8,0,-41.8,0.5838
539,38,2,5.2,0.5832
540,14,0,-20.4,0.5826
541,94,5,52.6,0.582
542,53,6,43.7,0.5814
543,6,0,-41.6,0.5808
544,39,1,-34.9,0.5803
545,194,10,125.6,0.5797
546,29,1,-32.9,0.5791
547,45,2,-50.5,0.5785
548,31,2,17.9,0.5779
549,20,1,-18.0,0.5774
550,28,0,-28.8,0.5768
